path,condition,test_type,cell,visit,test_id,rpt_T_degC,size_MB,DOD_pct,C_ch,C_dis,T_degC
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FN72C_CYC_at25degC_V19_5301.ird,DOD20_2C2C_25degC,CYC,S2000FN72C,19,5301,25,3.403,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FN72C_CYC_at25degC_V21_5331.ird,DOD20_2C2C_25degC,CYC,S2000FN72C,21,5331,25,3.404,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FN72C_CYC_at25degC_V23_5362.ird,DOD20_2C2C_25degC,CYC,S2000FN72C,23,5362,25,16.689,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FN72C_CYC_at25degC_V25_5417.ird,DOD20_2C2C_25degC,CYC,S2000FN72C,25,5417,25,3.412,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V01_4921.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,1,4921,25,3.372,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V03_4957.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,3,4957,25,3.456,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V05_4999.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,5,4999,25,3.452,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V07_5040.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,7,5040,25,3.45,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V09_5081.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,9,5081,25,3.449,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V11_5126.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,11,5126,25,3.445,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V13_5174.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,13,5174,25,3.441,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V15_5203.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,15,5203,25,3.442,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V17_5263.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,17,5263,25,3.441,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V19_5299.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,19,5299,25,3.436,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V21_5329.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,21,5329,25,3.434,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V23_5361.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,23,5361,25,16.824,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_25degC/Cycling_Periods/S2000FPG1Z_CYC_at25degC_V25_5415.ird,DOD20_2C2C_25degC,CYC,S2000FPG1Z,25,5415,25,3.438,20.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V00_4911.ird,DOD20_2C2C_40degC,CU,S2000FM244,0,4911,25,15.255,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V02_4948.ird,DOD20_2C2C_40degC,CU,S2000FM244,2,4948,25,15.318,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V04_4992.ird,DOD20_2C2C_40degC,CU,S2000FM244,4,4992,25,15.305,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V06_5036.ird,DOD20_2C2C_40degC,CU,S2000FM244,6,5036,25,15.307,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V08_5075.ird,DOD20_2C2C_40degC,CU,S2000FM244,8,5075,25,15.29,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V10_5124.ird,DOD20_2C2C_40degC,CU,S2000FM244,10,5124,25,15.308,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V12_5168.ird,DOD20_2C2C_40degC,CU,S2000FM244,12,5168,25,15.302,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V14_5195.ird,DOD20_2C2C_40degC,CU,S2000FM244,14,5195,25,15.29,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V16_5237.ird,DOD20_2C2C_40degC,CU,S2000FM244,16,5237,25,15.25,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V18_5273.ird,DOD20_2C2C_40degC,CU,S2000FM244,18,5273,25,15.258,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V20_5303.ird,DOD20_2C2C_40degC,CU,S2000FM244,20,5303,25,15.277,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V22_5336.ird,DOD20_2C2C_40degC,CU,S2000FM244,22,5336,25,12.761,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V24_5351.ird,DOD20_2C2C_40degC,CU,S2000FM244,24,5351,25,15.262,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FM244_CU_at25degC_V26_5413.ird,DOD20_2C2C_40degC,CU,S2000FM244,26,5413,25,15.246,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V00_4910.ird,DOD20_2C2C_40degC,CU,S2000FMW48,0,4910,25,15.419,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V02_4947.ird,DOD20_2C2C_40degC,CU,S2000FMW48,2,4947,25,15.427,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V04_4991.ird,DOD20_2C2C_40degC,CU,S2000FMW48,4,4991,25,15.416,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V06_5035.ird,DOD20_2C2C_40degC,CU,S2000FMW48,6,5035,25,15.414,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V08_5074.ird,DOD20_2C2C_40degC,CU,S2000FMW48,8,5074,25,15.414,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V10_5123.ird,DOD20_2C2C_40degC,CU,S2000FMW48,10,5123,25,15.404,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V12_5167.ird,DOD20_2C2C_40degC,CU,S2000FMW48,12,5167,25,15.388,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V14_5194.ird,DOD20_2C2C_40degC,CU,S2000FMW48,14,5194,25,15.419,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V16_5236.ird,DOD20_2C2C_40degC,CU,S2000FMW48,16,5236,25,15.375,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V18_5272.ird,DOD20_2C2C_40degC,CU,S2000FMW48,18,5272,25,15.376,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V20_5302.ird,DOD20_2C2C_40degC,CU,S2000FMW48,20,5302,25,15.4,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V22_5335.ird,DOD20_2C2C_40degC,CU,S2000FMW48,22,5335,25,12.673,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V24_5350.ird,DOD20_2C2C_40degC,CU,S2000FMW48,24,5350,25,15.379,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FMW48_CU_at25degC_V26_5412.ird,DOD20_2C2C_40degC,CU,S2000FMW48,26,5412,25,15.369,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V00_4912.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,0,4912,25,15.488,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V02_4949.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,2,4949,25,15.53,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V04_4993.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,4,4993,25,15.519,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V06_5037.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,6,5037,25,15.547,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V08_5076.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,8,5076,25,15.527,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V10_5125.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,10,5125,25,15.547,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V12_5169.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,12,5169,25,15.515,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V14_5196.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,14,5196,25,15.525,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V16_5238.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,16,5238,25,15.428,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V18_5274.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,18,5274,25,15.488,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V20_5304.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,20,5304,25,15.508,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V22_5337.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,22,5337,25,12.529,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V24_5352.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,24,5352,25,15.501,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/CU_at_25degC/S2000FN0IZ_CU_at25degC_V26_5414.ird,DOD20_2C2C_40degC,CU,S2000FN0IZ,26,5414,25,15.477,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V01_4936.ird,DOD20_2C2C_40degC,CYC,S2000FM244,1,4936,40,3.187,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V03_4962.ird,DOD20_2C2C_40degC,CYC,S2000FM244,3,4962,40,3.281,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V05_5010.ird,DOD20_2C2C_40degC,CYC,S2000FM244,5,5010,40,3.284,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V07_5050.ird,DOD20_2C2C_40degC,CYC,S2000FM244,7,5050,40,3.286,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V09_5093.ird,DOD20_2C2C_40degC,CYC,S2000FM244,9,5093,40,3.286,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V11_5130.ird,DOD20_2C2C_40degC,CYC,S2000FM244,11,5130,40,3.286,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V13_5180.ird,DOD20_2C2C_40degC,CYC,S2000FM244,13,5180,40,3.286,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V15_5210.ird,DOD20_2C2C_40degC,CYC,S2000FM244,15,5210,40,3.286,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V17_5249.ird,DOD20_2C2C_40degC,CYC,S2000FM244,17,5249,40,3.29,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V19_5291.ird,DOD20_2C2C_40degC,CYC,S2000FM244,19,5291,40,3.288,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V21_5309.ird,DOD20_2C2C_40degC,CYC,S2000FM244,21,5309,40,3.288,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V23_5339.ird,DOD20_2C2C_40degC,CYC,S2000FM244,23,5339,40,3.288,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FM244_CYC_at40degC_V25_5367.ird,DOD20_2C2C_40degC,CYC,S2000FM244,25,5367,40,16.121,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FMW48_CYC_at40degC_V01_4935.ird,DOD20_2C2C_40degC,CYC,S2000FMW48,1,4935,40,3.123,20.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD20_2C2C_40degC/Cycling_Periods/S2000FMW48_CYC_at40degC_V03_4961.ird,DOD20_2C2C_40degC,CYC,S2000FMW48,3,4961,40,3.212,20.0,2.0,2.0,40.0
