path,condition,test_type,cell,visit,test_id,rpt_T_degC,size_MB,DOD_pct,C_ch,C_dis,T_degC
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V12_5200.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,12,5200,25,15.195,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V14_5260.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,14,5260,25,15.022,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V16_5314.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,16,5314,25,14.85,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V18_5356.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,18,5356,25,14.625,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V00_4913.ird,DOD100_2C2C_25degC,CU,S2000FONCM,0,4913,25,15.455,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V02_4956.ird,DOD100_2C2C_25degC,CU,S2000FONCM,2,4956,25,15.559,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V04_5026.ird,DOD100_2C2C_25degC,CU,S2000FONCM,4,5026,25,15.586,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V06_5080.ird,DOD100_2C2C_25degC,CU,S2000FONCM,6,5080,25,15.531,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V08_5150.ird,DOD100_2C2C_25degC,CU,S2000FONCM,8,5150,25,15.473,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V10_5202.ird,DOD100_2C2C_25degC,CU,S2000FONCM,10,5202,25,15.379,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V12_5262.ird,DOD100_2C2C_25degC,CU,S2000FONCM,12,5262,25,15.266,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V14_5316.ird,DOD100_2C2C_25degC,CU,S2000FONCM,14,5316,25,15.13,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V16_5358.ird,DOD100_2C2C_25degC,CU,S2000FONCM,16,5358,25,14.954,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FONCM_CU_at25degC_V18_5388.ird,DOD100_2C2C_25degC,CU,S2000FONCM,18,5388,25,14.743,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V01_4922.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,1,4922,25,9.888,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V03_4974.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,3,4974,25,10.036,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V05_5038.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,5,5038,25,10.055,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V07_5105.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,7,5105,25,10.192,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V09_5171.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,9,5171,25,10.476,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V11_5222.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,11,5222,25,10.935,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V13_5282.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,13,5282,25,11.279,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V15_5327.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,15,5327,25,11.772,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V17_5375.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,17,5375,25,12.166,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FN8BU_CYC_at25degC_V19_5398.ird,DOD100_2C2C_25degC,CYC,S2000FN8BU,19,5398,25,3.405,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V01_4920.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,1,4920,25,9.897,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V03_4967.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,3,4967,25,10.076,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V05_5024.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,5,5024,25,10.067,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V07_5063.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,7,5063,25,10.429,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V09_5104.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,9,5104,25,10.579,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V11_5170.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,11,5170,25,11.032,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V13_5221.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,13,5221,25,11.558,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V15_5281.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,15,5281,25,11.945,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V17_5326.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,17,5326,25,12.476,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FOCH9_CYC_at25degC_V19_5372.ird,DOD100_2C2C_25degC,CYC,S2000FOCH9,19,5372,25,10.955,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V01_4923.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,1,4923,25,9.959,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V03_4975.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,3,4975,25,10.091,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V05_5039.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,5,5039,25,10.159,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V07_5106.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,7,5106,25,10.343,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V09_5172.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,9,5172,25,10.669,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V11_5223.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,11,5223,25,11.141,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V13_5283.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,13,5283,25,11.469,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V15_5328.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,15,5328,25,11.957,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V17_5374.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,17,5374,25,12.313,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/Cycling_Periods/S2000FONCM_CYC_at25degC_V19_5399.ird,DOD100_2C2C_25degC,CYC,S2000FONCM,19,5399,25,7.154,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FLYO2_CU_at25degC_V00_4907.ird,DOD100_2C2C_40degC,CU,S2000FLYO2,0,4907,25,15.399,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FLYO2_CU_at25degC_V02_4964.ird,DOD100_2C2C_40degC,CU,S2000FLYO2,2,4964,25,15.531,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FLYO2_CU_at25degC_V04_5030.ird,DOD100_2C2C_40degC,CU,S2000FLYO2,4,5030,25,15.468,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FLYO2_CU_at25degC_V06_5120.ird,DOD100_2C2C_40degC,CU,S2000FLYO2,6,5120,25,15.264,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FLYO2_CU_at25degC_V08_5164.ird,DOD100_2C2C_40degC,CU,S2000FLYO2,8,5164,25,15.048,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FMG4P_CU_at25degC_V00_4909.ird,DOD100_2C2C_40degC,CU,S2000FMG4P,0,4909,25,15.458,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FMG4P_CU_at25degC_V02_4966.ird,DOD100_2C2C_40degC,CU,S2000FMG4P,2,4966,25,15.564,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FMG4P_CU_at25degC_V04_5034.ird,DOD100_2C2C_40degC,CU,S2000FMG4P,4,5034,25,15.518,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FMG4P_CU_at25degC_V06_5122.ird,DOD100_2C2C_40degC,CU,S2000FMG4P,6,5122,25,15.317,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FMG4P_CU_at25degC_V08_5166.ird,DOD100_2C2C_40degC,CU,S2000FMG4P,8,5166,25,15.127,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FN3JX_CU_at25degC_V00_4908.ird,DOD100_2C2C_40degC,CU,S2000FN3JX,0,4908,25,15.419,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FN3JX_CU_at25degC_V02_4965.ird,DOD100_2C2C_40degC,CU,S2000FN3JX,2,4965,25,15.502,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FN3JX_CU_at25degC_V04_5031.ird,DOD100_2C2C_40degC,CU,S2000FN3JX,4,5031,25,15.477,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FN3JX_CU_at25degC_V06_5121.ird,DOD100_2C2C_40degC,CU,S2000FN3JX,6,5121,25,15.266,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/CU_at_25degC/S2000FN3JX_CU_at25degC_V08_5165.ird,DOD100_2C2C_40degC,CU,S2000FN3JX,8,5165,25,15.081,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FLYO2_CYC_at40degC_V01_4932.ird,DOD100_2C2C_40degC,CYC,S2000FLYO2,1,4932,40,9.61,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FLYO2_CYC_at40degC_V03_4987.ird,DOD100_2C2C_40degC,CYC,S2000FLYO2,3,4987,40,9.83,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FLYO2_CYC_at40degC_V05_5046.ird,DOD100_2C2C_40degC,CYC,S2000FLYO2,5,5046,40,10.256,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FLYO2_CYC_at40degC_V07_5132.ird,DOD100_2C2C_40degC,CYC,S2000FLYO2,7,5132,40,10.848,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FLYO2_CYC_at40degC_V09_5176.ird,DOD100_2C2C_40degC,CYC,S2000FLYO2,9,5176,40,13.961,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FMG4P_CYC_at40degC_V01_4934.ird,DOD100_2C2C_40degC,CYC,S2000FMG4P,1,4934,40,9.727,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FMG4P_CYC_at40degC_V03_4989.ird,DOD100_2C2C_40degC,CYC,S2000FMG4P,3,4989,40,9.962,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FMG4P_CYC_at40degC_V05_5048.ird,DOD100_2C2C_40degC,CYC,S2000FMG4P,5,5048,40,10.356,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FMG4P_CYC_at40degC_V07_5134.ird,DOD100_2C2C_40degC,CYC,S2000FMG4P,7,5134,40,10.879,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FMG4P_CYC_at40degC_V09_5178.ird,DOD100_2C2C_40degC,CYC,S2000FMG4P,9,5178,40,7.373,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FN3JX_CYC_at40degC_V01_4933.ird,DOD100_2C2C_40degC,CYC,S2000FN3JX,1,4933,40,9.661,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FN3JX_CYC_at40degC_V03_4988.ird,DOD100_2C2C_40degC,CYC,S2000FN3JX,3,4988,40,9.891,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FN3JX_CYC_at40degC_V05_5047.ird,DOD100_2C2C_40degC,CYC,S2000FN3JX,5,5047,40,10.277,100.0,2.0,2.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_40degC/Cycling_Periods/S2000FN3JX_CYC_at40degC_V07_5133.ird,DOD100_2C2C_40degC,CYC,S2000FN3JX,7,5133,40,10.809,100.0,2.0,2.0,40.0
